ID DEPARTAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
19,Cauca,19809,Timbiquí,19809009,Santa Rosa De Saija (Timbiquí - Cauca),2024,7,3295,1109.0,19.8,Lunes,2024-07-22 19:45:00,6.32
27,Chocó,27006,Acandí,27006000,Acandí (Acandí - Chocó),2024,7,727226,207226.0,1561.12,Sábado,2024-07-13 21:45:00,19.03
27,Chocó,27006,Acandí,27006003,Capurgana (Acandí - Chocó),2024,7,349527,110165.0,817.08,Miércoles,2024-07-03 20:45:00,18.45
27,Chocó,27025,Alto Baudo,27025000,Ciudad Baudo - Pie De Pato (Alto Baudo - Chocó),2024,7,46420,16571.0,139.57,Domingo,2024-07-21 12:30:00,17.51
27,Chocó,27075,Bahía Solano,27075000,Ciudad Mutis (Bahía Solano - Chocó),2024,7,879191,232126.0,1579.16,Lunes,2024-07-29 19:45:00,23.47
27,Chocó,27075,Bahía Solano,27075002,El Valle (Bahía Solano - Chocó),2024,7,196222,66893.0,423.19,Lunes,2024-07-15 19:15:00,23.16
27,Chocó,27075,Bahía Solano (Mutis),27075001,Cupicá (Bahía Solano - Chocó),2024,7,60272,18844.0,130.01,Lunes,2024-07-29 19:15:00,22.1
27,Chocó,27077,Bajo Baudó,27077905,Buenavista (Bajo Baudó (Pizarro) - Chocó),2024,7,3622,1429.0,16.32,Miércoles,2024-07-03 11:30:00,8.32
27,Chocó,27077,Bajo Baudó,27077029,Firme De Usarga (Bajo Baudó (Pizarro) - Chocó),2024,7,730,302.0,7.29,Lunes,2024-07-01 19:00:00,4.44
27,Chocó,27077,Bajo Baudó,27077026,Guineal (Bajo Baudó (Pizarro) - Chocó),2024,7,7265,4440.0,34.02,Lunes,2024-07-15 11:30:00,10.23
27,Chocó,27077,Bajo Baudó,27077008,Orpua (Bajo Baudó - Chocó),2024,7,942,268.0,7.19,Martes,2024-07-23 18:30:00,8.13
27,Chocó,27077,Bajo Baudó,27077000,Pizarro (Bajo Baudó - Chocó),2024,7,257463,99964.0,478.37,Lunes,2024-07-15 12:30:00,23.3
27,Chocó,27077,Bajo Baudó,27077916,Terron (Bajo Baudó - Chocó),2024,7,3828,1591.0,27.57,Jueves,2024-07-25 13:00:00,7.03
27,Chocó,27077,Bajo Baudó,27077019,Virudo (Bajo Baudó - Chocó),2024,7,6922,5092.0,31.05,Domingo,2024-07-21 22:00:00,9.12
27,Chocó,27099,Bojayá,27099000,Bellavista (Bojayá (Bellavista) - Chocó),2024,7,63749,18620.0,265.98,Domingo,2024-07-07 15:00:00,10.39
27,Chocó,27099,Bojayá,27099005,Napipi (Bojayá - Chocó),2024,7,9344,2970.0,60.8,Domingo,2024-07-07 19:45:00,6.16
27,Chocó,27099,Bojayá,27099008,Puerto Conto (Bojayá (Bellavista) - Choco),2024,7,11897,3685.0,62.4,Martes,2024-07-02 19:00:00,7.34
27,Chocó,27250,El Litoral Del San Juan,27250000,Santa Genoveva De Docordo (El Litoral Del San Juan - Chocó),2024,7,61530,30589.0,245.12,Domingo,2024-07-07 19:30:00,10.55
27,Chocó,27372,Jurado,27372000,Jurado (Jurado - Chocó),2024,7,182873,62366.0,351.2,Lunes,2024-07-29 20:00:00,23.32
27,Chocó,27425,Medio Atrato,27425000,Bete (Medio Atrato - Chocó),2024,7,16169,7622.0,68.0,Jueves,2024-07-11 11:30:00,10.34
27,Chocó,27425,Medio Atrato,27425008,San Roque (Medio Atrato - Chocó),2024,7,1666,670.0,22.92,Lunes,2024-07-08 20:00:00,3.24
27,Chocó,27495,Nuquí,27495001,Arusí (Nuquí - Choco),2024,7,18926,7459.0,60.0,Domingo,2024-07-14 11:45:00,15.06
27,Chocó,27495,Nuquí,27495011,Comunidad De Puerto Jagua (Nuquí - Chocó),2024,7,986,443.0,5.62,Lunes,2024-07-08 19:00:00,7.12
27,Chocó,27495,Nuquí,27495912,Comunidad Indígena De Panguí - El Yucal (Nuquí - Chocó),2024,7,7219,2956.0,11.5,Jueves,2024-07-11 15:30:00,22.29
27,Chocó,27495,Nuquí,27495000,Nuquí (Nuquí - Chocó),2024,7,312363,105627.0,575.87,Martes,2024-07-16 19:45:00,23.51
27,Chocó,27001,Quibdó,27001029,Tagachi (Quibdó - Chocó),2024,7,462,138.0,18.14,Viernes,2024-07-05 20:00:00,1.07
27,Chocó,27800,Unguía,27800005,Titumate (Unguía - Chocó),2024,7,18007,4842.0,76.91,Lunes,2024-07-22 20:30:00,10.29
27,Chocó,27800,Unguía,27800000,Unguía (Unguía - Chocó),2024,7,508534,160237.0,1051.78,Lunes,2024-07-15 00:15:00,22.23
94,Guainía,94343,Barranco Minas,94343000,Barranco Minas (Barranco Minas - Guainía),2024,7,87489,29752.0,245.59,Miércoles,2024-07-17 10:15:00,15.36
94,Guainía,94001,Inírida,94001905,Chorro Bocon (Inírida - Guainía),2024,7,5177,364.0,17.16,Jueves,2024-07-25 19:15:00,16.04
94,Guainía,94001,Inírida,94001000,Inírida (Inírida - Guainía),2024,7,2042573,557699.0,3836.8,Jueves,2024-07-25 14:45:00,24.0
44,La Guajira,44847,Uribia,44847012,Nazareth (Uribia - La Guajira),2024,7,38023,8637.0,262.08,Martes,2024-07-16 19:00:00,5.36
47,Magdalena,47189,Ciénaga,47189018,Palmor (Ciénaga - Magdalena),2024,7,76944,27976.0,167.74,Domingo,2024-07-21 19:15:00,21.53
50,Meta,50325,Mapiripan,50325000,Mapiripan (Mapiripan - Meta),2024,7,175985,58347.0,347.6,Lunes,2024-07-29 18:45:00,23.59
52,Nariño,52250,El Charco,52250016,Alterón (Uribe Uribe) (El Charco - Nariño),2024,7,283,177.0,6.14,Lunes,2024-07-29 19:15:00,1.53
52,Nariño,52250,El Charco,52250005,Las Mercedes (El Charco - Nariño),2024,7,1211,851.0,8.8,Sábado,2024-07-06 21:30:00,5.37
52,Nariño,52250,El Charco,52250007,San José Del Tapaje (El Charco - Nariño),2024,7,13460,4010.0,64.0,Lunes,2024-07-15 20:30:00,9.4
52,Nariño,52390,La Tola,52390005,Aguacatal (La Tola - Nariño),2024,7,2252,482.0,10.37,Sábado,2024-07-13 19:15:00,9.14
52,Nariño,52390,La Tola,52390013,Amarales (La Tola - Nariño),2024,7,7626,2501.0,56.35,Martes,2024-07-30 19:45:00,6.2
52,Nariño,52390,La Tola,52390003,La Vigia De La Mar (La Tola - Nariño),2024,7,6165,2772.0,25.96,Sábado,2024-07-20 12:30:00,11.23
52,Nariño,52390,La Tola,52390009,Mulatos (La Tola - Nariño),2024,7,4478,2834.0,27.97,Martes,2024-07-02 18:00:00,8.07
52,Nariño,52390,La Tola,52390016,San Pablo Del Mar (La Tola - Nariño),2024,7,4799,1757.0,27.01,Jueves,2024-07-25 19:00:00,8.0
52,Nariño,52427,Magüí,52427913,La Isla (Magüí - Nariño),2024,7,0,0.0,0.0,Lunes,2024-07-01 00:00:00,0.0
52,Nariño,52427,Magüí,52427915,Las Lajas (Magüí - Nariño),2024,7,0,0.0,0.0,Lunes,2024-07-01 00:00:00,0.0
52,Nariño,52473,Mosquera,52473010,El Bajito De Echandía (Mosquera - Nariño),2024,7,2725,961.0,15.05,Jueves,2024-07-04 12:00:00,10.17
52,Nariño,52490,Olaya Herrera,52490913,Boca De Prieta (Olaya Herrera - Nariño),2024,7,2438,739.0,13.56,Miércoles,2024-07-03 19:15:00,6.48
52,Nariño,52621,Roberto Payan,52621912,Tamaje (Roberto Payan - Nariño),2024,7,4916,3030.0,27.82,Martes,2024-07-16 20:30:00,8.51
52,Nariño,52835,San Andrés de Tumaco,52835055,Bocas De Curay (Tumaco - Nariño),2024,7,8110,3002.0,50.4,Sábado,2024-07-13 19:00:00,7.16
52,Nariño,52835,San Andrés de Tumaco,52835217,San Juan De La Costa (San Andrés De Tumaco - Nariño),2024,7,24929,9692.0,105.6,Miércoles,2024-07-24 19:15:00,10.49
52,Nariño,52696,Santa Bárbara,52696014,La Ensenada (Santa Bárbara - Nariño),2024,7,3178,1695.0,20.67,Sábado,2024-07-27 20:00:00,6.27
86,Putumayo,86573,Puerto Leguízamo,86573009,Piñuña Negro (Puerto Leguízamo - Putumayo),2024,7,2684,1626.0,22.4,Sábado,2024-07-06 17:00:00,5.24
76,Valle del Cauca,76109,Buenaventura,76109069,Papayal 1 (Buenaventura - Valle Del Cauca),2024,7,5757,1043.0,39.47,Miércoles,2024-07-31 19:45:00,8.35
76,Valle del Cauca,76109,Buenaventura,76109105,Pital (Buenaventura - Valle Del Cauca),2024,7,2224,642.0,10.69,Martes,2024-07-16 17:45:00,8.32
76,Valle del Cauca,76109,Buenaventura,76109028,Puerto Merizalde (Buenaventura - Valle Del Cauca),2024,7,101752,35905.0,207.86,Lunes,2024-07-15 20:15:00,23.14
76,Valle del Cauca,76109,Buenaventura,76109081,Punta Bonita,2024,7,4166,3331.0,22.69,Miércoles,2024-07-10 21:00:00,7.44
76,Valle del Cauca,76109,Buenaventura,76109032,San Francisco Naya (Buenaventura - Valle Del Cauca),2024,7,7990,3515.0,32.64,Sábado,2024-07-13 11:30:00,10.18
